Mã căn / Mã căn hộ:,,title,Số phòng ngủ:,Tên phân khu/Lô/Block/Tháp:,Giấy tờ pháp lý:,Đặc điểm căn hộ:,Tình trạng bất động sản:,Mã lô:,Loại hình đất:,Diện tích:,Tầng số:,Tổng số tầng:,Chiều dài:,area,location,Chiều ngang:,Số phòng vệ sinh:,price,Hướng ban công:,Loại hình nhà ở:,Diện tích đất:,description,Giá/m2:,Tình trạng nội thất:,Diện tích sử dụng:,Hướng cửa chính:,Loại hình căn hộ:,Đặc điểm nhà/đất:,Loại hình văn phòng:
10,,"20M Ô TÔĐỖ,CỰC HIẾM, 20M2, 1.9TỶ,THỊNH HÀO,ĐỐNG ĐA",2 phòng,o,Đã có sổ,Căn góc,Đã bàn giao,19,Đất thổ cư,66 m²,10,5,10 m,- 20 m2,"đường thịnh hào, Phường Hàng Bột, Quận Đống Đa, Hà Nội",2 m,3 phòng,"1,9 tỷ- 20 m2",Tây Bắc,"Nhà ngõ, hẻm",20 m²,"CỰC HIẾM, NHÀ MỚI ĐẸP, NỘI THẤT ĐẸP, 20M Ô TÔ ĐỖ, THỊNH HÀO, TRUNG TÂM ĐỐNG ĐA,GẦN Ô TÔ, GẦN PHỐ. 

Mô tả:
- Nhà xây 4 tầng mới đẹp, khung cột bê tông, vô cùng chắc chắn, thiết kế nội thất đẹp, hiện đại với đầy đủ công năng sử dụng, khách mua chỉ việc xách vali về ở ngay. Xung quanh vô vàn tiện ích như: Gần chợ, vinmart, trường học câc cấp, ngân hàng, gần phố cổ....các tuyến xe buýt công cộng, giao thông đi lại thuận tiện.
- Thiết kế cơ bản gồm:
+ Tầng 1: Khách + Bếp + WC.
+ Tầng 2, 3: Mỗi tầng 1 PN + WC.
+ Tầng 4: Phòng thờ + Sân phơi.
+ DT: 20m2 x 4T x MT2m, giá: 1.9 tỷ",95 triệu/m²,Nội thất cao cấp,20 m²,Nam,Chung cư,Hẻm xe hơi,Mặt bằng kinh doanh
10,,"3 tỷ/ nền. Ưng nền nào nhận nền đấy, Ko ngập",2 phòng,o,Đã có sổ,Căn góc,Đã bàn giao,19,Đất thổ cư,66 m²,10,5,23 m,- 92 m2,"Đường Tỉnh Lộ 10, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh",4 m,3 phòng,3 tỷ- 92 m2,Tây Bắc,"Nhà ngõ, hẻm",92 m2,"- Chuỗi sản phẩm Đất Nền quận Bình Tân cần tìm chủ gấp . Liền kề AEON BÌNH TÂN.

- Diện tích: 8m x 23m ( 4m x 23m/ nền )

- Chỉ 3 tỷ nhận nền ngay ( còn thương lượng ). Nếu tài chính chưa đủ thì chỉ 1.5 tỷ cũng sở hữu được ( VIB cho vay 50% - 8% lãi suất )
- Gía trên đã bao gồm chi phí Sổ sách sang tên

- Hướng: Tây ( Tây Tứ Trạch ), hỗ trợ giấy phép xây dựng

- Măt tiền đường lớn, dân cư xung quanh đông đúc

- Tiện ích xung quanh như :Chợ, siêu thị coopmart, trường học cấp 1,2,3, Ngân Hàng,...

- Thuận tiện xây ở,kinh doanh,cho thuê, đầu tư lướt sóng

- Tìm khách thiện chí mua , ko tiếp cò lái, quảng cáo

-Xem sổ sách + vị trí:gặp Mr Tuấn","32,61 triệu/m2",Nội thất cao cấp,20 m²,Tây,Chung cư,Mặt tiền,Mặt bằng kinh doanh
10,,Nhà nát góc 2mặt tiền đường số 38. 4x16m,1 phòng,o,Đã có sổ,Căn góc,Đã bàn giao,19,Đất thổ cư,66 m²,10,5,16 m,- 64 m2,"Đường Số 38, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",4 m,1 phòng,"5,3 tỷ- 64 m2",Tây Bắc,"Nhà mặt phố, mặt tiền",64 m²,"Chủ gửi bán gấp căn nhà nát góc 2 mặt tiền đường số 38.
Vị trí góc 2 mặt tiền thoáng, rất đẹp. Xây dựng được 4 tấm.
Hiện trạng nhà cấp 4.
Kinh doanh buôn bán mở cf rất tốt.
Giá chủ gửi chỉ có 5 tỷ 3 thương lượng chốt nhanh.","82,81 triệu/m²",Nội thất cao cấp,43.4 m²,Tây,Chung cư,Mặt tiền,Mặt bằng kinh doanh
10,,"BÁN NHÀ 22/4/20 ĐS 21,QUANG TRUNG, P8, GÒ VẤP",1 phòng,o,Đã có sổ,Căn góc,Đã bàn giao,19,Đất thổ cư,66 m²,10,1,14 m,- 46 m2,"22/4/20, Đường Số 21, Phường 8, Quận Gò Vấp, Tp Hồ Chí Minh",3.5 m,1 phòng,"3,75 tỷ- 46 m2",Tây Bắc,"Nhà ngõ, hẻm",46 m²,"BÁN NHÀ 22/4/20 ĐƯỜNG SỐ 21,QUANG TRUNG P8, GÒ VẤP
+ Diện tích : 3.5 * 14 (CN 46m2,dc xây dựng full diện tích)
+ Hẻm 4m , xe hơi đậu trước nhà, khu vực dân trí cao an ninh yên tĩnh, 
+ Vị trí cách Quang Trung - Tân Sơn 100m, đầy đủ các tiện ích xung quanh BV Gò vấp, trường học các cấp, siêu thị ,chợ Hạnh Thông Tây
+ Hướng Đông Nam
 
Liên hệ Mr Khang chính chủ","81,52 triệu/m²",Nội thất cao cấp,46 m²,Đông Nam,Chung cư,Hẻm xe hơi,Mặt bằng kinh doanh
10,,"nhà trung tâm cần thơ 1.237,2m2 đất tại Cần Thơ",nhiều hơn 10 phòng,o,Đã có sổ,Căn góc,Đã bàn giao,19,Đất thổ cư,66 m²,10,1,100 m,- 1.237 m2,"102/42, đường 3/2, Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",12 m,Nhiều hơn 6 phòng,30 tỷ- 1.237 m2,Tây Bắc,"Nhà ngõ, hẻm",1237 m²,"Cần bán nhà trọ cao cấp tại trung tâm TP. Cần Thơ.
- Nhà trọ: Có nhiều phòng cao cấp, có gác lửng, ốp gạch men trong và ngoài phòng, có vòi tắm, vòi xịt vệ sinh, bàn cầu cao, lavabo, kiếng, kệ kiếng, kệ bếp, xe du lịch đến tận nơi.
-Đất: Trước mặt là hẻm 3m, trên giấy bên hông phải có sẵn đường đi nội bộ 2m, 
-Dự án: Qua năm, sắp mở bờ kè rạch Ngã bát trước mặt nhà trọ.
- Diện tích: 1.237,2 m2 (1.117,7m2 ODT mới lên thổ cư xong +119,5 m2 CLN), đất pháp lý rõ ràng, không bị quy hoạch, không tranh chấp.
- Địa chỉ: 102/42 đường 3/2, P. Hưng Lợi, TP. Cần Thơ (vào hẻm 500m bên trái).
- Doanh thu va lượng khách ổn định 90tr/tháng, giá: 1tr2-1tr6/tháng/phòng.
- Giá: 30 tỷ (24tr24 /m2 luôn 62 phòng trọ và đất)","24,25 triệu/m²",Nội thất đầy đủ,1237 m²,Đông Nam,Chung cư,Nở hậu,Mặt bằng kinh doanh
10,,Bán nhà 56m2 đẹp như hình chỉ 450 tr- Đức Hoà Hạ,2 phòng,o,Đang chờ sổ,Căn góc,Đã bàn giao,19,Đất thổ cư,66 m²,10,1,7 m,- 28 m2,"Đường Cây Dương, Xã Đức Hòa Hạ, Huyện Đức Hòa, Long An",4 m,1 phòng,450 triệu- 28 m2,Tây Bắc,"Nhà ngõ, hẻm",28 m²,"Cần bán nhà như hình diện tích đất 28m2(4m -7m), dtsd 56m2 gồm trệt+lầu, 02 phòng ngủ, 01 toi let. Khu dân cư đông đúc thuộc ấp Bình Tiền 2, Đức Hoà Hạ, cách KCN Tân Đức 500m, khu dân cư đông đúc. Sổ hồng chung","16,07 triệu/m²",Nội thất đầy đủ,56 m²,Tây Bắc,Chung cư,Hẻm xe hơi,Mặt bằng kinh doanh
10,,"Nhà Hẻm 273 Tân Hòa Đông, Bình Trị Đông, Bình Tân",1 phòng,o,Đã có sổ,Căn góc,Đã bàn giao,19,Đất thổ cư,66 m²,10,1,13 m,- 58 m2,"Một Phần 273/1, Đường Tân Hòa Đông, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",5 m,1 phòng,"4,1 tỷ- 58 m2",Tây Bắc,"Nhà ngõ, hẻm",58 m²,"Dự án: Nhà Hẻm 273 Tân Hòa Đông, Bình Trị Đông, Bình Tân (*VIP* COVID).
 Thông tin chi tiết: ---- Ra khơi mùa COVID vẫn chưa vào được bờ, cần lắm phao cứu sinh ----
---- 1% Hoa Hồng cho môi giới ----
---- Chính chủ liên lạc không qua môi giới, tặng ngay Iphone 12 PRO MAX ----
--------------------------------------------------------------------------------------------------------
Diện tích Công Nhận: 5x11.6 = 58m2
- Tiện ích xung quanh đầy đủ siêu thị, chợ, trường học, Thế giới di dộng.
- Thuận tiện di chuyển 5p - 10p có thể đến [Quận 5, Quận 6, Aeon Bình Tân, Bệnh viện quốc tế, Tân Phú...
- Hẻm hiện hữu 4.18m, xe hơi vào tận nơi. Tương lai mở rộng hẻm 8m
- Nhà cấp 4, tiện việc xây dựng, sửa chữa, đầu tư.
- Chính chủ mua bán, sang tên công chứng trong ngày, bao hồ sơ giấy tờ.","70,69 triệu/m²",Nội thất đầy đủ,65 m²,Tây Bắc,Chung cư,Hẻm xe hơi,Mặt bằng kinh doanh
10,,Ngay KCN bàu bàng-550m2-thích hợp đầu tư trọ,1 phòng,o,Đã có sổ,Căn góc,Đã bàn giao,19,Đất thổ cư,66 m²,10,1,55 m,- 550 m2,"Đường HL 610, Thị trấn Lai Uyên, Huyện Bàu Bàng, Bình Dương",10 m,1 phòng,995 triệu- 550 m2,Tây Bắc,"Nhà ngõ, hẻm",550 m2,">Siêu phẩm được tung ra thị trường tuần này hứa hẹn là sản phẩm nóng khu vực Bàu Bàng. Chỉ 11 nền duy trong KCN và đô thị Bàu Bàng<
-Diện tích: 5x55, 5,5x100, 10x60,... thổ cư.
-Đường đá 6m sắp trải nhựa, thông QL13
-Giá chỉ 995tr/550m2 (ngân hàng cho vay 50%)
-Cơ sở hạ tầng: Hệ thống điện, nước, ...
-Xung quanh dân cư đông hiện hữu.
-Sổ hồng công chứng ngay.
Nhanh tay để có vị trí đẹp và giá tốt.
Liên hệ: gặp Vinh (quản lí sản phẩm).
Chủ nhật có hỗ trợ xe 7 chỗ đưa đón quý khách tham quan miễn phí.
Tặng hoa hồng cho người giới thiệu.","1,81 triệu/m2",Nội thất đầy đủ,65 m²,Tây Bắc,Chung cư,Mặt tiền,Mặt bằng kinh doanh
10,,Bán mảnh vườn xã HOÀI ĐỨC 18.000m2,1 phòng,o,Đã có sổ,Căn góc,Đã bàn giao,19,Đất thổ cư,66 m²,10,1,300 m,- 18.000 m2,"Xã Hoài Đức, Xã Hoài Đức, Huyện Lâm Hà, Lâm Đồng",300 m,1 phòng,"2,7 tỷ- 18.000 m2",Tây Bắc,"Nhà ngõ, hẻm",18000 m2,"cần bán gấp 18.000m2 đất,tại xã Hoài Đức,Lâm Hà,Lâm Đồng.
-Trên đất đang trồng cafe cây dâu nuôi tằm,cây maca,cây bơ 034.
- Chính chủ cần bán gấp.Đất bằng đẹp.view sông Đồng Nai.
- Giá bán 2 tỷ 700tr 
- Liên hệ.",150.000 đ/m2,Nội thất đầy đủ,65 m²,Tây Bắc,Chung cư,Mặt tiền,Mặt bằng kinh doanh
10,,"NHÀ PHỐ 3 LẦU ,KDC CÂY TRÂM P8.GV DT:4,50 x 12,5m",4 phòng,o,Đã có sổ,Căn góc,Đã bàn giao,19,Đất thổ cư,66 m²,10,3,125 m,- 54 m2,"Đường Nguyễn Văn Khối||7124, Phường 8, Quận Gò Vấp, Tp Hồ Chí Minh",45 m,3 phòng,"4,9 tỷ- 54 m2",Tây Bắc,Nhà phố liền kề,54 m²,"Dự án: KDC, đường Nguyễn văn khối phường 8 Q.GòVấp
Thông tin chi tiết: CẦN BÁN NHÀ ĐẸP. CHÍNH CHỦ XÂY Ở TOẠ LẠC TRÊN TRỤC ĐƯỜNG NGUYỄN VĂN KHỐI ( CÂY TRÂM CỦ ) - P8- Q.Gò Vấp - Tp.HỒ CHÍ MINH 
-căn nhà đẹp xây kiên cố 
-diện tích ngang : 4,50m x 12.5m đúc ,3lầu st trước sau, nhà góc 2 Mặt tiền hẻm Thông thoáng 
- gồm 1 trệt+3 lầu, sân thượng trước sau, 
hẻm xe hơi tới cửa 
- Nhà cách đường cây Trâm 50m, phạm văn chiêu 100m, cách công viên làng hoa 500m, gần trường. Gần chợ. Siêu Thi. Nhà thờ. ! bán kính 1km là trung tâm hành chính quận gò vấp.tiện ích đầy đủ

- Giá bán chỉ : 4 9 tỷ thương lượng cho khách có thiện chí mua ở 
- Nhà gồm : 4pn ,4wc pk+pb rộng rãi.nội thất đầy đủ cao cấp nhập ngoại . Nhà góc 2 mặt tiền hẻm nên rất Thông thoáng mát rượi cả ngày 
- Sổ hồng chính chủ ,hoàng công đầy đủ.
- khu An ninh tốt, giao thông đi lại thuận tiện,
Pháp lý nhà sổ Hồng riêng chính chủ hoàn công đầy đủ. Chính chủ bán bao sang tên từ A> Z ( MTG )& Q.C","90,74 triệu/m²",Hoàn thiện cơ bản,187 m²,Tây Nam,Chung cư,Nở hậu,Mặt bằng kinh doanh
10,,Cần tiền trả nợ nên bán gấp nhà ở Thủ Đức giá mềm,3 phòng,o,Đã có sổ,Căn góc,Đã bàn giao,19,Đất thổ cư,66 m²,10,3,125 m,- 70 m2,"Đường Số 2, Phường Trường Thọ, Quận Thủ Đức, Tp Hồ Chí Minh",45 m,2 phòng,670 triệu- 70 m2,Tây Bắc,"Nhà mặt phố, mặt tiền",70 m²,"Cần tiền trả nợ nên bán gấp nhà ở Trường Thọ quận Thủ Đức 
- Diện tích 70m2
- Nhà gần chợ , trường học , các cửa hàng tiện lợi thuận tiện cho anh chị đi lại 
- Điện âm nước máy đầy đủ 
- Sổ hồng riêng 
- Nhà đẹp hẻm rộng kh lo bị ngập nước , hẻm trước nhà 7m 
- Bán gấp giá mềm cho anh chị nào thiện chí 
Liên hệ trực tiếp hoặc để lại sđt để biết thêm chi tiết","9,57 triệu/m²",Hoàn thiện cơ bản,187 m²,Tây Nam,Chung cư,Hẻm xe hơi,Mặt bằng kinh doanh
10,,"Bán đất mặt tiền tỉnh lộ 4 quảng lợi, quảng điền.",3 phòng,o,Đã có sổ,Căn góc,Đã bàn giao,19,Đất thổ cư,66 m²,10,3,20 m,- 200 m2,"Tỉnh Lộ 4, Xã Quảng Lợi, Huyện Quảng Điền, Thừa Thiên Huế",10 m,2 phòng,610 triệu- 200 m2,Tây Bắc,"Nhà mặt phố, mặt tiền",200 m2,"cần bán 197,4 m2 đất mặt tiền tỉnh lộ 4, hà lạc quảng lợi, quảng điền","3,05 triệu/m2",Hoàn thiện cơ bản,187 m²,Tây Nam,Chung cư,Mặt tiền,Mặt bằng kinh doanh
10,,"SIÊU RẺ - Trung tâm Ba Đình 50m x 3 tầng, mt 4m",3 phòng,o,Đã có sổ,Căn góc,Đã bàn giao,19,Đất thổ cư,66 m²,10,3,20 m,- 50 m2,"Đường Đào Tấn, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",10 m,3 phòng,"2,65 tỷ- 50 m2",Tây Bắc,"Nhà ngõ, hẻm",50 m²,"Nhà nằm ở trung tâm Quận Ba Đình, Diện tích 50m x 3 tầng, mặt tiền 4m.
✔️ Thiết kế mỗi tầng 2 phòng ngủ + WC. Đầy đủ công năng.
✔️ Vị trí giao thông thuận tiện, ô tô cách 30m. Đầy đủ tiện ích xung quanh, gần công viên Thủ Lệ, TTTM Lotte, trường học, chợ .... 
✔️ Sổ đỏ chính chủ",53 triệu/m²,Hoàn thiện cơ bản,50 m²,Tây Nam,Chung cư,Mặt tiền,Mặt bằng kinh doanh
10,,nhà bán 1ty350tr,2 phòng,o,Đã có sổ,Căn góc,Đã bàn giao,19,Đất thổ cư,66 m²,10,3,7 m,- 1 m2,"Đường Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh",3 m,1 phòng,"1,35 tỷ- 1 m2",Tây Bắc,"Nhà ngõ, hẻm",1 m²,"nhà bán 1ty350tr đường cao lỗ 
nhà 1 lầu 2 phòng 
nhà gần chợ gần trường","1,35 tỷ/m²",Hoàn thiện cơ bản,50 m²,Đông,Chung cư,Mặt tiền,Mặt bằng kinh doanh
10,,"Bán nhà gấp Đại Mỗ 35m2,5 tầng,2.9 tỷ, ô tô đỗ cửa",3 phòng,o,Đã có sổ,Căn góc,Đã bàn giao,19,Đất thổ cư,66 m²,10,3,7 m,- 35 m2,"Đường Đại Mỗ, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",3 m,4 phòng,"2,9 tỷ- 35 m2",Tây Bắc,"Nhà mặt phố, mặt tiền",35 m²,"Mô tả:
+ Nhà mới xây đẹp lung linh, thiết kế chắc chắn tỉ mỉ và hiện đại.
+ Ngõ rộng ô tô đỗ cửa, đường thông các ngả, giao thông thuận tiện.
+ Nhà nằm gần các khu đô thị, biệt thự liền kề, tiện ích đủ cả.
+ Hàng xóm của Vin City, AEON Hà Đông…
+ Nhà nằm trong khu dân trí cao, an sinh tuyệt vời.
+ Thiết kế:
- Tầng 1: Gara + PK + Bếp + WC
- Tầng 2: 1 phòng ngủ + wc
- Tầng 3,4: 2 PN +wc
- Tầng 5: phòng thờ + sân phơi rộng rãi
+ Sổ đỏ vuông vắn. 
---------Liên hệ chủ Mr Hoàng ---------","82,86 triệu/m²",Hoàn thiện cơ bản,35 m²,Đông,Chung cư,Mặt tiền,Mặt bằng kinh doanh
10,,Nhà 3 lầu Bình Tân 80m² chỉ 4.3 tỷ,4 phòng,o,Đã có sổ,Căn góc,Đã bàn giao,19,Đất thổ cư,66 m²,10,3,20 m,- 80 m2,"Đường Số 10, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",4.2 m,3 phòng,"4,3 tỷ- 80 m2",Tây Bắc,"Nhà ngõ, hẻm",80 m²,"Nhà đẹp đường Số 10 - P. Bình Hưng Hòa B - Q. Bình Tân - HCM.
Diện tích: 4.2 x 20m, hướng Đông Bắc.
Kết cấu: 1 Trệt + 2 lầu, 6PN...
Tầng trệt trống suốt, sân để xe hơi rộng rãi.
Khu sang trọng, dân trí cao.
Vị trí 1 sẹc ngắn đường Số 10.
Giá bán: 4,3 tỷ TL.","53,75 triệu/m²",Hoàn thiện cơ bản,240 m²,Đông,Chung cư,Mặt tiền,Mặt bằng kinh doanh
10,,"Bán đất đường nhựa 5m KDC Vip 137m2 giá 3,220 tỷ",4 phòng,o,Đã có sổ,Căn góc,Đã bàn giao,19,Đất thổ cư,66 m²,10,3,21 m,- 137 m2,"Đường Bình Nhâm 88, Phường Bình Nhâm, Thị xã Thuận An, Bình Dương",7 m,3 phòng,"3,22 tỷ- 137 m2",Tây Bắc,"Nhà ngõ, hẻm",137 m2,"- Ông anh cần bán gấp lô đất nở hậu đẹp khu dân cư Lâu Đài Vàng, đường Bình Nhâm 88 cách chợ Lái Thiêu 500m
- Diện tích:5,9x21m nở hậu 7,29m, thổ cư 115m2
- Đất đẹp, cao ráo, nằm trong KDC Vip An Ninh nhất Lái Thiêu- Bình Nhâm, tiện ích không thiếu thứ gì, thích hợp an cư lạc nghiệp...
- Giá bán : 3 tỷ 220 triệu thương lượng nhẹ
- Liên hệ:0777. Gặp Đỉnh","23,5 triệu/m2",Hoàn thiện cơ bản,240 m²,Tây Bắc,Chung cư,Nở hậu,Mặt bằng kinh doanh
10,,"BÁN NHÀ RIÊNG 1T1L HXH ĐỖ XUÂN HỢP, Q9-SHR",2 phòng,o,Đã có sổ,Căn góc,Đã bàn giao,19,Đất thổ cư,66 m²,10,3,21 m,- 56 m2,"Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh",7 m,1 phòng,873 triệu- 56 m2,Tây Bắc,"Nhà ngõ, hẻm",56 m²,"Gia đình cần xoay tiền nhanh bán Gấp nhà nhỏ đường Đỗ Xuân Hợp, Q9

Nhà tôi ở ngăn nắp, sạch nên AC ở ngay
- Đường trước nhà 4m, không ngập. Thông
-Nhà đựoc 2pn, wc, ban công phơi đồ. 
- Mới quét sơn nên sạch 
- Vì cần 1 số tiền Gấp nên mong gặp Ac Thiện chí. 
- Sổ hồng sang tên ngay. 
LH: CHI xem trong nhà và có sổ. 
CÔNG CHỨNG TẠI VP CÔNG CHỨNG
- Không làm qua cò lái liên hệ trực tiếp sdt","15,59 triệu/m²",Hoàn thiện cơ bản,240 m²,Tây Bắc,Chung cư,Hẻm xe hơi,Mặt bằng kinh doanh
10,,"siêu ngon: nhà Trương Định 29m2 5tầng lô góc 3,3tỷ",4 phòng,o,Đã có sổ,Căn góc,Đã bàn giao,19,Đất thổ cư,66 m²,10,3,21 m,- 29 m2,"đường Trương định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",7 m,1 phòng,"3,333333 tỷ- 29 m2",Tây Bắc,"Nhà mặt phố, mặt tiền",29 m²,"Bán nhà: Trương Định diện tích 29m2, 5tầng, mặt tiền 4,3m.
XÂY MỚI- MẶT NGÕ- GẦN PHỐ- LÔ GÓC- KINH DOANH NHỎ
Trương Định 29 5 4.3 3.3 QHBT 3DEN6
* Mô tả:
- Ngõ 2.5m. Nhà cách phố 80m, 3 rẽ đến nhà.
- Nhà xây mới, 3 mặt thoáng.
- Thiết kế nhà:
+ Tầng 1: phòng khách, bếp, vs.
+ Tầng 2,3,4: mỗi tầng 1 phòng 1vs.
+ Tầng 5: 1 phòng, 1 sân phơi.
- Nhà phù hợp để ở, làm văn phòng, kinh doanh nhỏ như tạp hóa, cắt tóc, gội đầu...
-giá 3,3tỷ( có thương lượng)
- liên hệ Phương thổ cư( phục vụ miễn phí tất cả khi chốt nhà…)","114,94 triệu/m²",Hoàn thiện cơ bản,240 m²,Tây Bắc,Chung cư,Hẻm xe hơi,Mặt bằng kinh doanh
10,,"Nhà 1lững 2Lầu,góc 2 MT.KD.cách PVC,20m,p14 gv",3 phòng,o,Đã có sổ,Căn góc,Đã bàn giao,19,Đất thổ cư,66 m²,10,2,10 m,- 40 m2,"Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",3.8 m,3 phòng,"3,7 tỷ- 40 m2",Tây Bắc,"Nhà mặt phố, mặt tiền",40 m²,"Dự án: nhà 1 lững 2 Lầu, sân thượng ts-vi trí đẹp mặt tiền kinh danh buôn bán đa ngành nghề
Thông tin chi tiết: Cuối năn gđ chuyển chỗ ở.Nên cần bán căn nhà ngay trên trục đường phạm văn chiều vào đúng 25m, vị trí đẹp chỉ sau căn MT pvc, tiện ở kinh danh buôn bán. Mở tiện tóc các kiểu đều tốt vì căn nhà là căn góc hai mặt tiền hẻm bên hông 3m, xấy dựng hết đất . Vào bên trong 50m là chợ nhỏ. Đối diện hẻm là trường cấp 2 phạm văn chiêu và cấp 1 an hội. Nên rất tiện ở buôn bán hoặc cho thuê rất đc giá 
Dt căn nhà ngang :3,8m dài 10m, đc xd hết 
Kết cấu nhà đúc ( BTCT ) gồm 1 trệt 1 lững 2 lầu, sân thượng trước sau.gồm 3 p ngủ 3 wc pbep p khách rộng. Nhà chính chủ sổ hồng riêng chính chủ bán : 3,7 tỷ có tl nhẹ. Ưu tiện người thiện chí mua nhanh . Ko tiếp môi giới và Q.C","92,5 triệu/m²",Hoàn thiện cơ bản,126 m²,Đông Bắc,Chung cư,Nở hậu,Mặt bằng kinh doanh
10,,Bán Đất Thổ Cư Đã Có Sổ. (80m2),3 phòng,o,Đã có sổ,Căn góc,Đã bàn giao,19,Đất thổ cư,66 m²,10,2,16 m,- 80 m2,"Quốc Lộ 91c, Thị trấn Mái Dầm, Huyện Châu Thành, Hậu Giang",5 m,3 phòng,645 triệu- 80 m2,Tây Bắc,"Nhà mặt phố, mặt tiền",80 m2,"Cần Bán Nền:

- Diện Tích: 5×16=80m2
- Pháp lí: Thổ Cư (ODT) 
- Lộ nhựa: 7m
- Hướng: Tây Bắc, Đông Nam

- Tiện ích: Gần khu công nghiệp, gần nhà máy giấy, gần chợ, gần trường học, gần công viên, ...","8,06 triệu/m2",Hoàn thiện cơ bản,126 m²,Đông Bắc,Chung cư,Hẻm xe hơi,Mặt bằng kinh doanh
10,,BÁN CH RICHMOND CITY- 2PN DT (66M2) BLOCK G VÀ R,2 phòng,o,Đã có sổ,Căn góc,Đã bàn giao,19,Đất thổ cư,66 m²,10,2,16 m,- 66 m2,"Số 207, Số 207 Đường Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",5 m,2 phòng,3 tỷ- 66 m2,Tây Bắc,"Nhà mặt phố, mặt tiền",80 m2,"Giá bán cập nhật mới . 

Căn 2PN, 2WC giá: 3tỷ diện tích: 66-71m2. 
Căn 3PN, 2WC giá: 4tỷ diện tích: 89m2. 
Giá đã bao tất cả chi phí chuyển nhượng và ra sổ sang tên. 

Ngân hàng hỗ trợ vay mua nhà. 
Ngân hàng TP BANK hỗ trợ 70% giá trị căn hộ theo HĐMB. 
- Hồ sơ cần chuẩn bị: Bảng sao kê lương 6 tháng gần , CMND, hộ khẩu, các hồ sơ tài liệu liên quan đến BĐS và các giấy tờ chứng minh thu nhập khác (nếu có). 

Bạn sẽ được mình tư vấn trực tiếp thủ tục vay mua nhà cùng với nhân viên chăm sóc của ngân hàng hỗ trợ trực tiếp cho bạn trong các thao tác chuẩn bị hồ sơ kỹ lưỡng. 


Tiện ích vị trí. 
Từ Richmond City chỉ cách Q.1 khoảng 10 phút, cách đại lộ Phạm Văn Đồng chưa tới 1 phút, nhanh chóng đến các quận trọng điểm lân cận khác. Đồng thời,dự án ngay khu dân cư hiện hữu, kinh doanh sầm uất nên các tiện ích tại khu vực vô cùng đầy đủ và đa dạng. 

Tiện ích nội khu. 
- Hồ bơi, gym, các shophouse bên dưới, khu thương mại, công viên xung quanh. 

Các thủ tục hỗ trợ bạn miễn phí. 
- Tìm kiếm nhà phù hợp nhu cầu của bạn. 
- Thương lượng giúp bạn giá rẻ . 
- Soạn thảo hợp đồng chặt chẽ. 
- Đăng ký tạm trú tạm vắng. 
- Đăng ký thủ tục khác để bạn trở thành cư dân chính thức. 
- Hướng dẫn bạn các dịch vụ liên quan chất lượng. 

Bạn có thể xem nhà 24/7, khi đến bạn có thể gọi trước mình SĐT 
Để được hướng dẫn và chăm sóc tốt bạ","45,45 triệu/m²",Hoàn thiện cơ bản,126 m²,Đông Bắc,Chung cư,Hẻm xe hơi,Mặt bằng kinh doanh
